staircase.thisTrialN,staircase.stepSize,staircase.intensity,fixation.started,grating.started,key_resp.started,fixation.stopped,grating.stopped,corrAns,tilt,key_resp.corr,staircase.response,key_resp.rt,participant,session,date,expName,psychopyVersion,frameRate,
100,0.5,3.5,114.34931006400075,114.84280490899982,114.84280490899982,114.85489157300071,115.14193049400092,right,3.5,1,1,0.4090550519995304,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
101,0.5,3.0,115.2655361649995,115.76997912099978,115.76997912099978,115.78795215600076,116.06310553100047,left,-3.0,1,1,0.6337240920001932,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
102,0.5,3.0,116.43805222400078,116.92098583299958,116.92098583299958,116.93042709399924,117.22999120299937,right,3.0,1,1,0.38237226299861504,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
103,0.5,3.0,117.3216711240002,117.80863384700024,117.80863384700024,117.82114442800048,118.10852569800045,right,3.0,1,1,0.35248326399960206,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
104,0.5,2.5,118.17642316099955,118.66326605799986,118.66326605799986,118.6765846569997,118.95802141199965,left,-2.5,1,1,0.5424562450007215,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
105,0.5,2.5,119.22128881000026,119.7093841370006,119.7093841370006,119.71996399300042,120.00814906900086,right,2.5,1,1,0.5347658859991498,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
106,0.5,2.5,120.27071469600014,120.75515383399943,120.75515383399943,120.76472374200057,121.04709502100013,left,-2.5,1,1,0.49346157199943264,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
107,0.5,2.0,121.27130570200097,121.75942401099928,121.75942401099928,121.77389211400077,122.05741366199982,right,2.0,1,1,0.5277108299997053,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
108,0.5,2.0,122.3001342890002,122.78836797300028,122.78836797300028,122.79751131199919,123.08802094199928,right,2.0,1,1,0.6048319869987608,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
109,0.5,2.0,123.40906317699955,123.89872121600092,123.89872121600092,123.90952005200052,124.19620972600023,left,-2.0,1,1,0.47020755399898917,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
110,0.5,1.5,124.38279376600076,124.86791428300057,124.86791428300057,124.88082811599998,125.16279961600048,left,-1.5,1,1,0.6176013879994571,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
111,0.5,1.5,125.5072977309992,126.0003740939992,126.0003740939992,126.01165719900018,126.30376456500017,right,1.5,1,1,0.5310107119985332,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
112,0.5,1.5,126.54846048999934,127.03733223699965,127.03733223699965,127.04769292700075,127.33745528899999,left,-1.5,1,1,0.6811966669993126,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
113,0.5,1.0,127.73933853100061,128.23090598499948,128.23090598499948,128.24382228499962,128.52579501999935,right,1.0,1,1,0.5213282360000449,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
114,0.5,1.0,128.76695302100052,129.25933606299986,129.25933606299986,129.27206132799984,129.55921564100026,left,-1.0,0,0,0.6658156440007588,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
115,0.5,1.5,129.9485654529999,130.43095621499924,130.43095621499924,130.44254513600026,130.72798493499977,right,1.5,1,1,0.5418520949988306,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
116,0.5,1.5,130.99290251999992,131.48854141999982,131.48854141999982,131.48854141999982,131.78700643400043,left,-1.5,1,1,0.546652749999339,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
117,0.5,1.5,132.0552806350006,132.54790521200084,132.54790521200084,132.5597163429993,132.84536246199968,left,-1.5,1,1,0.4372481880000123,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
118,0.5,1.0,133.00062867899942,133.49399805400026,133.49399805400026,133.50740599900018,133.79595225699995,left,-1.0,1,1,0.4610427659990819,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
119,0.5,1.0,133.97749172799922,134.4723751599995,134.4723751599995,134.48250872400058,134.77066298799946,left,-1.0,1,1,0.6898424860009982,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
120,0.5,1.0,135.17871365300016,135.66895063099946,135.66895063099946,135.6823543949995,135.9718749929998,right,1.0,1,1,0.6211319009980798,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
121,0.5,1.0,136.30801791699923,136.79855047400088,136.79855047400088,136.80957442600084,137.10365162800008,right,1.0,1,1,0.5066246659989702,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
122,0.5,1.0,137.32111283599988,137.81265748999976,137.81265748999976,137.82443799300017,138.1136226769995,right,1.0,1,1,0.44274985599804495,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
123,0.5,1.0,138.27149999299945,138.7626399590008,138.7626399590008,138.77653039399956,139.0636731100003,left,-1.0,0,0,0.6083116379995772,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
124,0.5,1.5,139.39090693899925,139.88019479499962,139.88019479499962,139.89145531400027,140.17915921500025,right,1.5,1,1,0.5836711719985033,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
125,0.5,1.5,140.48256469499938,140.97522824000043,140.97522824000043,140.98745052100094,141.27801484299926,right,1.5,1,1,0.6014881110004353,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
126,0.5,1.5,141.59849344299982,142.08677903200078,142.08677903200078,142.09726943699934,142.38711160000094,left,-1.5,1,1,0.5587348409990227,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
127,0.5,1.0,142.66157995100002,143.15755723499933,143.15755723499933,143.17063050999968,143.4573752289998,left,-1.0,1,1,0.8017630339982134,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
128,0.5,1.0,143.97640878200036,144.46409990900065,144.46409990900065,144.47514444599983,144.7630218180002,right,1.0,1,1,0.47165572499943664,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
129,0.5,1.0,144.94980925299933,145.44291122899995,145.44291122899995,145.45693107700026,145.74534043700078,left,-1.0,0,0,0.5257203659984953,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
130,0.5,1.5,145.98225823199937,146.47029545499936,146.47029545499936,146.47979511000085,146.7704114930002,right,1.5,1,1,0.5362508190009976,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
131,0.5,1.5,147.02156875400033,147.5102569770006,147.5102569770006,147.5357379369998,147.81174971200016,left,-1.5,1,1,0.5883496309998009,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
132,0.5,1.5,148.11689019000005,148.61595799600036,148.61595799600036,148.61595799600036,148.92025150299924,left,-1.5,0,0,0.452844264000305,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
133,0.5,2.0,149.0836013040007,149.5708692019998,149.5708692019998,149.5812033330003,149.86958888200024,left,-2.0,0,0,0.5238458080002601,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
134,0.5,2.5,150.10996946500018,150.59707476999938,150.59707476999938,150.60811909800032,150.89479167799982,left,-2.5,0,0,0.4547890309986542,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
135,0.5,3.0,151.06343816200024,151.5550760850001,151.5550760850001,151.56433983600073,151.85370571800013,left,-3.0,0,0,0.3577776359998097,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
136,0.5,3.5,151.93153208900003,152.4208332449998,152.4208332449998,152.43114096300087,152.72027288900063,left,-3.5,0,0,0.4845814549989882,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
137,0.5,4.0,152.9208780909994,153.4092043670007,153.4092043670007,153.4356018670005,153.70922298699952,left,-4.0,1,1,0.4046100249997835,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
138,0.5,4.0,153.83161909299997,154.3146415680003,154.3146415680003,154.32519406100073,154.61267226000018,right,4.0,0,0,0.2956931540011283,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
139,0.5,4.5,154.62708893300078,155.12189339299948,155.12189339299948,155.1310553580006,155.4240822190004,right,4.5,1,1,0.6361316369984706,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
140,0.5,4.5,155.78191284400054,156.27539178400002,156.27539178400002,156.28724884300027,156.57613193200086,right,4.5,1,1,0.5303088519976882,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
141,0.5,4.5,156.82556607900005,157.3201242310006,157.3201242310006,157.33034030199997,157.6203915139995,left,-4.5,1,1,0.615962510000827,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
142,0.5,4.0,157.95299999000054,158.44046932799938,158.44046932799938,158.4541105850003,158.74128822400053,right,4.0,1,1,0.4556485419980163,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
143,0.5,4.0,158.91745798400007,159.40307070000017,159.40307070000017,159.41504788100065,159.70336378700085,right,4.0,1,1,0.46510202499848674,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
144,0.5,4.0,159.88227147399994,160.3722143619998,160.3722143619998,160.38704462200076,160.67043108899998,right,4.0,1,1,0.45674189900091733,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
145,0.5,3.5,160.84399773400037,161.3360666440003,161.3360666440003,161.34929332200045,161.62753676400098,right,3.5,1,1,0.4987019380005222,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
146,0.5,3.5,161.84865362600067,162.34293010200054,162.34293010200054,162.35303299500083,162.6408405380007,left,-3.5,1,1,0.5134888810007396,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
147,0.5,3.5,162.87687660600022,163.36576775200047,163.36576775200047,163.3766456400008,163.66208858699974,right,3.5,1,1,0.5445466729997861,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
148,0.5,3.0,163.93383684500077,164.42719118099922,164.42719118099922,164.44121569299932,164.72765271199933,left,-3.0,1,1,0.4142591899999388,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
149,0.5,3.0,164.85743100299987,165.34428592199947,165.34428592199947,165.35850100900097,165.6426536809995,left,-3.0,1,1,0.5762509569995018,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
150,0.5,3.0,165.9338696779996,166.41997214399998,166.41997214399998,166.43413239000074,166.7123979049993,left,-3.0,0,0,0.5326982209990092,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
151,0.5,3.5,166.96978504099934,167.46239617500032,167.46239617500032,167.46239617500032,167.7577337420007,right,3.5,1,1,0.6068766869993851,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
152,0.5,3.5,168.0819948469998,168.5715070009992,168.5715070009992,168.58128621700052,168.870093603,left,-3.5,1,1,0.4840839769985905,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
153,0.5,3.5,169.07644520900067,169.57233899600033,169.57233899600033,169.58708719099923,169.87359525899956,right,3.5,1,1,0.4462476240005344,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
154,0.5,3.0,170.0323866939998,170.52429031300017,170.52429031300017,170.53669300399997,170.82006376000027,right,3.0,1,1,0.4108874069988815,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
155,0.5,3.0,170.96993532099987,171.44894432600086,171.44894432600086,171.47385927300093,171.75359444999958,right,3.0,1,1,0.6745878819983773,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
156,0.5,3.0,172.14009303700004,172.63120670200078,172.63120670200078,172.64231578,172.93688922299953,right,3.0,1,1,0.5912512100003369,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
157,0.5,2.5,173.2541220839994,173.74398318400017,173.74398318400017,173.7594107879995,174.03950085299948,left,-2.5,1,1,0.5903993469983106,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
158,0.5,2.5,174.34908080999958,174.8303532890004,174.8303532890004,174.8529275689998,175.12768245200095,left,-2.5,0,0,1.4911085019994061,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
159,0.5,3.0,176.35288261499954,176.83065108099981,176.83065108099981,176.85834680799962,177.13151366700004,left,-3.0,0,0,0.4940257010002824,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
160,0.5,3.5,177.3401687559999,177.83118420000028,177.83118420000028,177.84293679800066,178.1367107320002,left,-3.5,0,0,0.45928913099851343,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
161,0.5,4.0,178.31380361499942,178.80293668100057,178.80293668100057,178.812130196,179.0956739609992,left,-4.0,0,0,0.43469371699939074,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
162,0.5,4.5,179.25487653799973,179.74744323900086,179.74744323900086,179.75832575000095,180.04575471700082,right,4.5,1,1,0.45789067299847375,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
163,0.5,4.5,180.2259787210005,180.71330822500022,180.71330822500022,180.72440906799966,181.01140926399967,right,4.5,1,1,0.3766518169995834,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
164,0.5,4.5,181.11141042800045,181.5956494330003,181.5956494330003,181.60938672699922,181.90343552600098,right,4.5,1,1,0.4244526129987207,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
165,0.5,4.0,182.03660804100036,182.5276457050004,182.5276457050004,182.5276457050004,182.8267345509994,right,4.0,1,1,0.4597242309991998,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
166,0.5,4.0,183.01035921999937,183.50340116000007,183.50340116000007,183.51599279900074,183.80340362199968,right,4.0,1,1,0.4095747339997615,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
167,0.5,4.0,183.92676789399957,184.41931798000041,184.41931798000041,184.42971412500083,184.71988324099948,left,-4.0,0,0,0.3242959899998823,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
168,0.5,4.5,184.76466380900092,185.24737107700093,185.24737107700093,185.25880779399995,185.54472425200038,right,4.5,1,1,0.505260914000246,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
169,0.5,4.5,185.76889520999976,186.25997516999996,186.25997516999996,186.27368981499967,186.55751132600017,right,4.5,1,1,0.4171318719982082,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
170,0.5,4.5,186.69183355300083,187.18344352799977,187.18344352799977,187.19487248900077,187.49075970000013,left,-4.5,0,0,0.38645733799967275,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
171,0.5,5.0,187.58315983800094,188.0738456679992,188.0738456679992,188.08711606299948,188.37427683699934,right,5.0,1,1,0.47785224599829235,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
172,0.5,5.0,188.56985719899967,189.04890008599978,189.04890008599978,189.07325472500088,189.35348334899936,right,5.0,1,1,0.48926758599918685,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
173,0.5,5.0,189.55426612799965,190.046471347001,190.046471347001,190.046471347001,190.3447630440005,left,-5.0,0,0,0.4304165309986274,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
174,0.5,5.5,190.49138706200029,190.9804510009999,190.9804510009999,190.99124722300076,191.27841574000013,left,-5.5,1,1,0.5028332139991107,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
175,0.5,5.5,191.50225605000014,191.99118881399954,191.99118881399954,192.00444953199985,192.2896473590008,right,5.5,1,1,0.5354697820002912,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
176,0.5,5.5,192.5495421809992,193.04092519500045,193.04092519500045,193.0533046590008,193.34060411999963,right,5.5,1,1,0.4109469699978945,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
177,0.5,5.0,193.46538033400066,193.95436055000027,193.95436055000027,193.9646347529997,194.25301585499983,left,-5.0,1,1,0.4340990119999333,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
178,0.5,5.0,194.40859730800003,194.8922678609997,194.8922678609997,194.9186610279994,195.19633835400055,left,-5.0,1,1,0.4026799919993209,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
179,0.5,5.0,195.30994060400008,195.8030439640006,195.8030439640006,195.8131114379994,196.0952213950004,left,-5.0,1,1,0.48112241700073355,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
180,0.5,4.5,196.29934496900023,196.78590629099926,196.78590629099926,196.7965222769999,197.08646054100063,left,-4.5,1,1,0.33744672799912223,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
181,0.5,4.5,197.1430185829995,197.62981150199994,197.62981150199994,197.64103035900007,197.92384318100085,right,4.5,1,1,0.5628304679994471,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
182,0.5,4.5,198.21040425499996,198.69966309700067,198.69966309700067,198.71083287200054,199.00438600300004,left,-4.5,1,1,0.3350998569985677,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
183,0.5,4.0,199.05769443400095,199.55577499900028,199.55577499900028,199.57078587099932,199.86825383500036,left,-4.0,1,1,0.4326624709992757,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
184,0.5,4.0,200.01956327100015,200.49422360099925,200.49422360099925,200.52004103000036,200.79564155300068,right,4.0,0,0,0.35342911000043387,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
185,0.5,4.5,200.86442775499927,201.3535706549992,201.3535706549992,201.3627404229992,201.6452162530004,right,4.5,1,1,0.5970526239998435,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
186,0.5,4.5,201.97066544799964,202.45826465500068,202.45826465500068,202.4690955469996,202.76041894400078,left,-4.5,0,0,0.4296618419994047,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
187,0.5,5.0,202.90755124899988,203.39713090999976,203.39713090999976,203.40786816500076,203.69528054799957,left,-5.0,1,1,1.938050974998987,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
188,0.5,5.0,205.36962786100048,205.85357732299963,205.85357732299963,205.86418434799998,206.15315232800094,right,5.0,1,1,0.38575711399789725,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
189,0.5,5.0,206.25208702999953,206.74619659100063,206.74619659100063,206.74619659100063,207.05304528300076,left,-5.0,1,1,0.6054209099984291,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
190,0.5,4.5,207.36512081900037,207.85613595500035,207.85613595500035,207.869512751,208.1576177700008,left,-4.5,0,0,0.4023897269998997,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
191,0.5,5.0,208.28153040799953,208.76985364400025,208.76985364400025,208.7791023640002,209.06153945200094,right,5.0,0,0,1.718481518999397,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
192,0.5,5.5,210.5115064799993,211.00793561499995,211.00793561499995,211.02273122100087,211.30578094299926,left,-5.5,1,1,0.39720802800002275,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
193,0.5,5.5,211.41877698899953,211.90804587000093,211.90804587000093,211.92099294299987,212.20649438300097,left,-5.5,1,1,0.36098705399854225,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
194,0.5,5.5,212.28225915000075,212.77415245200064,212.77415245200064,212.78603489700072,213.0740959220002,right,5.5,0,0,0.44780896799966285,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
195,0.5,6.0,213.24324315299964,213.7400866379994,213.7400866379994,213.75329568300003,214.04058702899965,left,-6.0,1,1,0.7610328569990088,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
196,0.5,6.0,214.5249822149999,215.0136641019999,215.0136641019999,215.02449536600034,215.31350662499972,right,6.0,1,1,0.4635444869982166,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
197,0.5,6.0,215.49298182799976,215.98077043800004,215.98077043800004,215.99248019100014,216.2864510239997,right,6.0,1,1,0.5086512689995288,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
198,0.5,5.5,216.51919569600068,216.99139487499997,216.99139487499997,217.02089383400016,217.29041204699934,right,5.5,1,1,0.4257050500000332,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
199,0.5,5.5,217.4355228709992,217.92579806200047,217.92579806200047,217.95145732200035,218.22382107200065,right,5.5,1,1,0.3833060349988955,025233,001,2023-09-07_16h47.12.634,AdaptiveStaircase_Nikita,2023.1.3,None,
